token sentstart
gespenstisches 62032
Ansehen 62047
. 62054
„Liebst 62056
du 62066
mich 62069
� 62074
� 62076
liebst 62078
du 62085
mich 62088
, 62092
Olimpia 62094

 62101
? 62102
� 62104
� 62106
Nur 62108
dies 62112
Wort 62117
! 62121
� 62123
� 62125
Liebst 62127
du 62134
mich 62137
? 62141
“ 62142
So 62146
flüsterte 62149
Nathanael 62160

 62169
, 62170
aber 62172
Olimpia 62177

  62184
seufzte 62186
, 62193
indem 62195
sie 62201
aufstand 62205
, 62213
nur 62215
: 62218
„Ach 62220
� 62227
� 62229
ach 62231
! 62234
“ 62235
� 62239
� 62241
„Ja 62243
, 62248
du 62250
mein 62253
holder 62258
, 62264
herrlicher 62266
Liebesstern“ 62277
, 62291
sprach 62293
Nathanael 62300

 62309
, 62310
„bist 62312
mir 62320
aufgegangen 62324
und 62336
wirst 62340
leuchten 62346
, 62354
wirst 62356
verklären 62362
mein 62373
Inneres 62378
immerdar 62386
! 62394
“ 62395
� 62399
� 62401
„Ach 62403
, 62409
ach 62411
! 62414
“ 62415
replizierte 62419
Olimpia 62431

  62438
fortschreitend 62440
. 62454
Nathanael 62456

  62465
folgte 62467
ihr 62474
, 62477
sie 62479
standen 62483
vor 62491
dem 62495
Professor 62499
. 62508
„Sie 62510
haben 62517
sich 62523
außerordentlich 62528
lebhaft 62545
mit 62553
meiner 62557
Tochter 62564
unterhalten“ 62572
, 62586
sprach 62588
dieser 62595
lächelnd 62602
, 62611
„nun 62613
, 62619
nun 62621
, 62624
lieber 62626
Herr 62633
Nathanael 62638

 62647
, 62648
finden 62650
Sie 62657
Geschmack 62661
daran 62671
, 62676
mit 62678
dem 62682
blöden 62686
Mädchen 62694
zu 62703
konversieren 62706
, 62718
so 62720
sollen 62723
mir 62730
Ihre 62734
Besuche 62739
willkommen 62747
sein.“ 62758
� 62767
� 62769
Einen 62771
ganzen 62777
hellen 62784
strahlenden 62791
Himmel 62803
in 62810
der 62813
Brust 62817
, 62822
schied 62824
Nathanael 62831
von 62841
dannen 62845

 62851
. 62852
Spallanzanis 62854
Fest 62867
war 62872
der 62876
Gegenstand 62880
des 62891
Gesprächs 62895
in 62906
den 62909
folgenden 62913
Tagen 62923
. 62928
Unerachtet 62930
der 62941
Professor 62945
alles 62955
getan 62961
hatte 62967
, 62972
recht 62974
splendid 62980
zu 62989
erscheinen 62992
, 63002
so 63004
wußten 63007
doch 63015
die 63020
lustigen 63024
Köpfe 63033
von 63040
allerlei 63044
Unschicklichem 63053
und 63068
Sonderbarem 63072
zu 63084
erzählen 63087
, 63096
das 63098
sich 63102
begeben 63107
, 63114
und 63116
vorzüglich 63120
fiel 63132
man 63137
über 63141
die 63147
todstarre 63151
, 63160
stumme 63162
Olimpia 63169

  63176
her 63178
, 63181
der 63183
man 63187
, 63190
ihres 63192
schönen 63198
� 63207
� 63208
ußern 63209
unerachtet 63216
, 63226
totalen 63228
Stumpfsinn 63236
andichten 63247
und 63257
darin 63261
die 63267
Ursache 63271
finden 63279
wollte 63286
, 63292
warum 63294
Spallanzani 63300
sie 63312
so 63316
lange 63319
verborgen 63325
gehalten 63335
. 63343
Nathanael 63345

  63354
vernahm 63356
das 63364
nicht 63368
ohne 63374
innern 63379
Grimm 63386

 63391
, 63392
indessen 63394
schwieg 63403
er 63411
; 63413
denn 63415
, 63419
dachte 63421
er 63428
, 63430
würde 63432
es 63439
wohl 63442
verlohnen 63447
, 63456
diesen 63458
Burschen 63465
zu 63474
beweisen 63477
, 63485
daß 63487
eben 63492
ihr 63497
eigner 63501
Stumpfsinn 63508
es 63519
ist 63522
, 63525
der 63527
sie 63531
Olimpias 63535

  63543
tiefes 63545
herrliches 63552
Gemüt 63563
zu 63570
erkennen 63573
hindert 63582
? 63589
„Tu 63591
mir 63597
den 63601
Gefallen 63605
, 63613
Bruder“ 63615
, 63624
sprach 63626
eines 63633
Tages 63639
Siegmund 63645

 63653
, 63654
„tu 63656
mir 63662
den 63666
Gefallen 63670
und 63679
sage 63683
, 63687
wie 63689
es 63693
dir 63696
gescheuten 63700
Kerl 63711
möglich 63716
war 63725
, 63728
dich 63730
in 63735
das 63738
Wachsgesicht 63742
, 63754
in 63756
die 63759
Holzpuppe 63763
da 63773
drüben 63776
zu 63784
vergaffen 63787
? 63796
“ 63797
Nathanael 63801

  63810
wollte 63812
zornig 63819
auffahren 63826
, 63835
doch 63837
schnell 63842
besann 63850
er 63857
sich 63860
und 63865
erwiderte 63869
: 63878
„Sage 63880
du 63888
mir 63891
, 63894
Siegmund 63896

 63904
, 63905
wie 63907
deinem 63911
sonst 63918
alles 63924
Schöne 63930
klar 63938
auffassenden 63943
Blick 63956
, 63961
deinem 63963
regen 63970
Sinn 63976
Olimpias 63981

  63989
himmlischer 63991
Liebreiz 64003
entgehen 64012
konnte 64021
? 64027
Doch 64029
ebendeshalb 64034
habe 64046
ich 64051
, 64054
Dank 64056
sei 64061
es 64065
dem 64068
Geschick 64072
, 64080
dich 64082
nicht 64087
zum 64093
Nebenbuhler 64097
; 64108
denn 64110
sonst 64115
müßte 64121
einer 64129
von 64135
uns 64139
blutend 64143
fallen.“ 64151
Siegmund 64162

  64170
merkte 64172
wohl 64179
, 64183
wie 64185
es 64189
mit 64192
dem 64196
Freunde 64200
stand 64208
, 64213
lenkte 64215
geschickt 64222
ein 64232
und 64236
fügte 64240
, 64246
nachdem 64248
er 64256
geäußert 64259
, 64269
daß 64271
in 64276
der 64279
Liebe 64283
niemals 64289
über 64297
den 64303
Gegenstand 64307
zu 64318
richten 64321
sei 64329
, 64332
hinzu 64334
: 64339
„Wunderlich 64341
ist 64355
es 64359
doch 64362
, 64366
daß 64368
viele 64373
von 64379
uns 64383
über 64387
Olimpia 64393

  64400
ziemlich 64402
gleich 64411
urteilen 64418
. 64426
Sie 64428
ist 64432
uns 64436
� 64440
� 64442
nimm 64444
es 64449
nicht 64452
übel 64458
, 64463
Bruder 64465
! 64471
� 64473
� 64475
auf 64477
seltsame 64481
Weise 64490
starr 64496
und 64502
seelenlos 64506
erschienen 64516
. 64526
Ihr 64528
Wuchs 64532
ist 64538
regelmäßig 64542
so 64555
wie 64558
ihr 64562
Gesicht 64566
, 64573
das 64575
ist 64579
wahr 64583
! 64587
� 64589
� 64591
Sie 64593
könnte 64597
für 64605
schön 64610
gelten 64617
, 64623
wenn 64625
ihr 64630
Blick 64634
nicht 64640
so 64646
ganz 64649
ohne 64654
Lebensstrahl 64659
, 64671
ich 64673
möchte 64677
sagen 64685
, 64690
ohne 64692
Sehkraft 64697
wäre 64706
. 64711
Ihr 64713
Schritt 64717
ist 64725
sonderbar 64729
abgemessen 64739
, 64749
jede 64751
Bewegung 64756
scheint 64765
durch 64773
den 64779
Gang 64783
eines 64788
aufgezogenen 64794
Räderwerks 64807
bedingt 64819
. 64826
Ihr 64828
Spiel 64832
, 64837
ihr 64839
Singen 64843
hat 64850
den 64854
unangenehm 64858
richtigen 64869
geistlosen 64879
Takt 64890
der 64895
singenden 64899
Maschine 64909
, 64917
und 64919
ebenso 64923
ist 64930
ihr 64934
Tanz 64938
. 64942
Uns 64944
ist 64948
diese 64952
Olimpia 64958
ganz 64966
unheimlich 64971
geworden 64982
, 64990
wir 64992
mochten 64996
nichts 65004
mit 65011
ihr 65015
zu 65019
schaffen 65022
haben 65031
, 65036
es 65038
war 65041
uns 65045
als 65049
tue 65053
sie 65057
nur 65061
so 65065
wie 65068
ein 65072
lebendiges 65076
Wesen 65087
und 65093
doch 65097
habe 65102
es 65107
mit 65110
ihr 65114
eine 65118
eigne 65123
Bewandtnis.“ 65129
� 65144
� 65146
Nathanael 65148

  65157
gab 65159
sich 65163
dem 65168
bittern 65172
Gefühl 65180
, 65187
das 65189
ihn 65193
bei 65197
diesen 65201
Worten 65208
Siegmunds 65215
ergreifen 65225
wollte 65235
, 65241
durchaus 65243
nicht 65252
hin 65258
, 65261
er 65263
wurde 65266
Herr 65272
seines 65277
Unmuts 65284
und 65291
sagte 65295
bloß 65301
sehr 65307
ernst 65312
: 65317
„Wohl 65319

  65326
mag 65328
euch 65332
, 65336
ihr 65338
kalten 65342
prosaischen 65349
Menschen 65361
, 65369
Olimpia 65371

  65378
unheimlich 65380
sein 65391
. 65395
Nur 65397
dem 65401
poetischen 65405
Gemüt 65416
entfaltet 65423
sich 65433
das 65438
gleich 65442
organisierte 65449
! 65461
� 65463
� 65465
Nur 65467
mir 65471
ging 65475
ihr 65480
Liebesblick 65484
auf 65496
und 65500
durchstrahlte 65504
Sinn 65518
und 65523
Gedanken 65527
, 65535
nur 65537
in 65541
Olimpias 65544

  65552
Liebe 65554
finde 65560
ich 65566
mein 65570
Selbst 65575
wieder 65582
. 65588
Euch 65590
mag 65595
es 65599
nicht 65602
recht 65608
sein 65614
, 65618
daß 65620
sie 65625
nicht 65629
in 65635
platter 65638
Konversation 65646
faselt 65659
wie 65666
die 65670
andern 65674
flachen 65681
Gemüter 65689
. 65697
Sie 65699
spricht 65703
wenig 65711
Worte 65717
, 65722
das 65724
ist 65728
wahr 65732
; 65736
aber 65738
diese 65743
wenigen 65749
Worte 65757
erscheinen 65763
als 65774
echte 65778
Hieroglyphe 65784
der 65796
innern 65800
Welt 65807
voll 65812
Liebe 65817
und 65823
hoher 65827
Erkenntnis 65833
des 65844
geistigen 65848
Lebens 65858
in 65865
der 65868
Anschauung 65872
des 65883
ewigen 65887
Jenseits 65894
. 65902
Doch 65904
für 65909
alles 65914
das 65920
habt 65924
ihr 65929
keinen 65933
Sinn 65940
, 65944
und 65946
alles 65950
sind 65956
verlorne 65961
Worte.“ 65970
� 65980
� 65982
„Behüte 65984
dich 65995
Gott 66000
, 66004
Herr 66006
Bruder“ 66011
, 66020
sagte 66022
Siegmund 66028
sehr 66037
sanft 66042
, 66047
beinahe 66049
wehmütig 66057
, 66066
„aber 66068
mir 66076
scheint 66080
es 66088
, 66090
du 66092
seist 66095
auf 66101
bösem 66105
Wege 66112
. 66116
Auf 66118
mich 66122
kannst 66127
du 66134
rechnen 66137
, 66144
wenn 66146
alles 66151
� 66157
� 66159
nein 66161
, 66165
ich 66167
mag 66171
nichts 66175
weiter 66182
sagen 66189
! 66194
“ 66195
� 66199
� 66201
Dem 66203
Nathanael 66207

  66216
war 66218
es 66222
plötzlich 66225
, 66235
als 66237
meine 66241
der 66247
kalte 66251
prosaische 66257
Siegmund 66268
es 66277
sehr 66280
treu 66285
mit 66290
ihm 66294
, 66297
er 66299
schüttelte 66302
daher 66314
die 66320
ihm 66324
dargebotene 66328
Hand 66340
recht 66345
herzlich 66351
. 66359

 66361
Nathanael 66362
  66372
hatte 66373
rein 66379
vergessen 66384
, 66393
daß 66395
es 66400
eine 66403
Klara 66408
in 66414
der 66417
Welt 66421
gebe 66426
, 66430
die 66432
er 66436
sonst 66439
geliebt 66445
; 66452
die 66454
Mutter 66458
� 66465
� 66467
Lothar 66469
� 66476
� 66478
alle 66480
waren 66485
aus 66491
seinem 66495
Gedächtnis 66502
entschwunden 66514
, 66526
er 66528
lebte 66531
nur 66537
für 66541
Olimpia 66546
, 66553
bei 66555
der 66559
er 66563
täglich 66566
stundenlang 66575
saß 66587
und 66592
von 66596
seiner 66600
Liebe 66607
, 66612
von 66614
zum 66618
Leben 66622
erglühter 66628
Sympathie 66639
, 66648
von 66650
psychischer 66654
Wahlverwandtschaft 66666
phantasierte 66685
, 66697
welches 66699
alles 66707
Olimpia 66713
mit 66721
großer 66725
Andacht 66733
anhörte 66741
. 66749
Aus 66751
dem 66755
tiefsten 66759
Grunde 66768
des 66775
Schreibpults 66779
holte 66792
Nathanael 66798

  66807
alles 66809
hervor 66815
, 66821
was 66823
er 66827
jemals 66830
geschrieben 66837
. 66848
Gedichte 66850
, 66858
Phantasien 66860
, 66870
Visionen 66872
, 66880
Romane 66882
, 66888
Erzählungen 66890
, 66902
das 66904
wurde 66908
täglich 66914
vermehrt 66923
mit 66932
allerlei 66936
ins 66945
Blaue 66949
fliegenden 66955
Sonetten 66966
, 66974
Stanzen 66976
, 66983
Kanzonen 66985
, 66993
und 66995
das 66999
alles 67003
las 67009
er 67013
der 67016
Olimpia 67020

  67027
stundenlang 67029
hintereinander 67041
vor 67056
, 67059
ohne 67061
zu 67066
ermüden 67069
. 67077
Aber 67079
auch 67084
noch 67089
nie 67094
hatte 67098
er 67104
eine 67107
solche 67112
herrliche 67119
Zuhörerin 67129
gehabt 67140
. 67146
Sie 67148
stickte 67152
und 67160
strickte 67164
nicht 67173
, 67178
sie 67180
sah 67184
nicht 67188
durchs 67194
Fenster 67201
, 67208
sie 67210
fütterte 67214
keinen 67224
Vogel 67231
, 67236
sie 67238
spielte 67242
mit 67250
keinem 67254
Schoßhündchen 67261
, 67276
mit 67278
keiner 67282
Lieblingskatze 67289
, 67303
sie 67305
drehte 67309
keine 67316
Papierschnitzchen 67322
oder 67340
sonst 67345
etwas 67351
in 67357
der 67360
Hand 67364
, 67368
sie 67370
durfte 67374
kein 67381
Gähnen 67386
durch 67394
einen 67400
leisen 67406
erzwungenen 67413
Husten 67425
bezwingen 67432
� 67442
� 67444
kurz 67446
! 67450
� 67452
� 67454
stundenlang 67456
sah 67468
sie 67472
mit 67476
starrem 67480
Blick 67488
unverwandt 67494
dem 67505
Geliebten 67509
ins 67519
Auge 67523
, 67527
ohne 67529
sich 67534
zu 67539
rücken 67542
und 67550
zu 67554
bewegen 67557
, 67564
und 67566
immer 67570
glühender 67576
, 67586
immer 67588
lebendiger 67594
wurde 67605
dieser 67611
Blick 67618
. 67623
Nur 67625
wenn 67629
Nathanael 67634

  67643
endlich 67645
aufstand 67653
und 67662
ihr 67666
die 67670
Hand 67674
, 67678
auch 67680
wohl 67685
den 67690
Mund 67694
küßte 67699
, 67706
sagte 67708
sie 67714
: 67717
„Ach 67719
, 67725
ach 67727
! 67730
“ 67731
� 67735
� 67737
dann 67739
aber 67744
: 67748
„Gute 67750
Nacht 67758
, 67763
mein 67765
Lieber 67770
! 67776
“ 67777
� 67781
� 67783
„O 67785
du 67790
herrliches 67793
, 67803
du 67805
tiefes 67808
Gemüt“ 67815
, 67824
rief 67826
Nathanael 67831

  67840
auf 67842
seiner 67846
Stube 67853
, 67858
„nur 67860
von 67867
dir 67871
, 67874
von 67876
dir 67880
allein 67884
werd 67891
ich 67896
ganz 67900
verstanden.“ 67905
Er 67920
erbebte 67923
vor 67931
innerm 67935
Entzücken 67942
, 67952
wenn 67954
er 67959
bedachte 67962
, 67970
welch 67972
wunderbarer 67978
Zusammenklang 67990
sich 68004
in 68009
seinem 68012
und 68019
Olimpias 68023
Gemüt 68032
täglich 68039
mehr 68048
offenbare 68053
; 68062
denn 68064
es 68069
schien 68072
ihm 68079
, 68082
als 68084
habe 68088
Olimpia 68093

  68100
über 68102
seine 68108
Werke 68114
, 68119
über 68121
seine 68127
Dichtergabe 68133
überhaupt 68145
recht 68156
tief 68162
aus 68167
seinem 68171
Innern 68178
gesprochen 68185
, 68195
ja 68197
als 68200
habe 68204
die 68209
Stimme 68213
aus 68220
seinem 68224
Innern 68231
selbst 68238
herausgetönt 68245
. 68258
Das 68260
mußte 68264
denn 68271
wohl 68276
auch 68281
sein 68286
; 68290
denn 68292
mehr 68297
Worte 68302
, 68307
als 68309
vorhin 68313
erwähnt 68320
, 68328
sprach 68330
Olimpia 68337

  68344
niemals 68346
. 68353
Erinnerte 68355
sich 68365
aber 68370
auch 68375
Nathanael 68380

  68389
in 68391
hellen 68394
nüchternen 68401
Augenblicken 68413
, 68425
z. 68427
B. 68430
morgens 68433
gleich 68441
nach 68448
dem 68453
Erwachen 68457
, 68465
wirklich 68467
an 68476
Olimpias 68479
gänzliche 68488
Passivität 68499
und 68511
Wortkargheit 68515
, 68527
so 68529
sprach 68532
er 68539
doch 68542
: 68546
„Was 68548
sind 68555
Worte 68560
� 68566
� 68568
Worte 68570
! 68575
� 68577
� 68579
Der 68581
Blick 68585
ihres 68591
himmlischen 68597
Auges 68609
sagt 68615
mehr 68620
als 68625
jede 68629
Sprache 68634
hienieden 68642
. 68651
Vermag 68653
denn 68660
überhaupt 68665
ein 68676
Kind 68680
des 68685
Himmels 68689
sich 68697
einzuschichten 68702
in 68717
den 68720
engen 68724
Kreis 68730
, 68735
den 68737
ein 68741
klägliches 68745
irdisches 68757
Bedürfnis 68767
gezogen 68778
? 68785
“ 68786
� 68790
� 68792
Professor 68794
Spallanzani 68804

  68815
schien 68817
hocherfreut 68824
über 68836
das 68842
Verhältnis 68846
seiner 68858
Tochter 68865
mit 68873
Nathanael 68877

 68886
; 68887
er 68889
gab 68892
diesem 68896
allerlei 68903
unzweideutige 68912
Zeichen 68926
seines 68934
Wohlwollens 68941
, 68952
und 68954
als 68958
es 68962
Nathanael 68965

  68974
endlich 68976
wagte 68984
, 68989
von 68991
ferne 68995
auf 69001
eine 69005
Verbindung 69010
mit 69021
Olimpia 69025

  69032
anzuspielen 69034
, 69045
lächelte 69047
dieser 69057
mit 69064
dem 69068
ganzen 69072
Gesicht 69079
und 69087
meinte 69091
: 69097
er 69099
werde 69102
seiner 69108
Tochter 69115
völlig 69123
freie 69131
Wahl 69137
lassen 69142
. 69148
� 69150
� 69152
Ermutigt 69154
durch 69163
diese 69169
Worte 69175
, 69180
brennendes 69182
Verlangen 69193
im 69203
Herzen 69206
, 69212
beschloß 69214
Nathanael 69224

 69233
, 69234
gleich 69236
am 69243
folgenden 69246
Tage 69256
Olimpia 69261

  69268
anzuflehen 69270
, 69280
daß 69282
sie 69287
das 69291
unumwunden 69295
in 69306
deutlichen 69309
Worten 69320
ausspreche 69327
, 69337
was 69339
längst 69343
ihr 69351
holder 69355
Liebesblick 69362
ihm 69374
gesagt 69378
, 69384
daß 69386
sie 69391
sein 69395
eigen 69400
immerdar 69406
sein 69415
wolle 69420
. 69425
Er 69427
suchte 69430
nach 69437
dem 69442
Ringe 69446
, 69451
den 69453
ihm 69457
beim 69461
Abschiede 69466
die 69476
Mutter 69480
geschenkt 69487
, 69496
um 69498
ihn 69501
Olimpia 69505

  69512
als 69514
Symbol 69518
seiner 69525
Hingebung 69532
, 69541
seines 69543
mit 69550
ihr 69554
aufkeimenden 69558
, 69570
blühenden 69572
Lebens 69583
darzureichen 69590
. 69602
Klaras 69604

 69610
, 69611
Lothars 69613

  69620
Briefe 69622
fielen 69629
ihm 69636
dabei 69640
in 69646
die 69649
Hände 69653
; 69659
gleichgültig 69661
warf 69675
er 69680
sie 69683
beiseite 69687
, 69695
fand 69697
den 69702
Ring 69706
, 69710
steckte 69712
ihn 69720
ein 69724
und 69728
rannte 69732
herüber 69739
zu 69748
Olimpia 69751

 69758
. 69759
Schon 69761
auf 69767
der 69771
Treppe 69775
, 69781
auf 69783
dem 69787
Flur 69791
vernahm 69796
er 69804
ein 69807
wunderliches 69811
Getöse 69824
; 69831
es 69833
schien 69836
aus 69843
Spallanzanis 69847
Studierzimmer 69860
herauszuschallen 69874
. 69890
� 69892
� 69894
Ein 69896
Stampfen 69900
� 69909
� 69911
ein 69913
Klirren 69917
� 69925
� 69927
ein 69929
Stoßen 69933
� 69941
� 69943
Schlagen 69945
gegen 69954
die 69960
Tür 69964
, 69968
dazwischen 69970
Flüche 69981
und 69989
Verwünschungen 69993
. 70008
„Laß 70010
los 70018
� 70022
� 70024
laß 70026
los 70031
� 70035
� 70037
Infamer 70039
� 70047
� 70049
Verruchter 70051
! 70061
� 70063
� 70065
Darum 70067
Leib 70073
und 70078
Leben 70082
daran 70088
gesetzt 70094
? 70101
� 70103
� 70105
ha 70107
, 70109
ha 70111
, 70113
ha 70115
, 70117
ha 70119
! 70121
� 70123
� 70125
so 70127
haben 70130
wir 70136
nicht 70140
gewettet 70146
� 70155
� 70157
ich 70159
, 70162
ich 70164
hab 70168
die 70172
Augen 70176
gemacht 70182
� 70190
� 70192
ich 70194
das 70198
Räderwerk 70202
� 70213
� 70215
dummer 70217
Teufel 70224
mit 70231
deinem 70235
Räderwerk 70242
� 70253
� 70255
verfluchter 70257
Hund 70269
von 70274
einfältigem 70278
Uhrmacher 70291
� 70301
� 70303
fort 70305
mit 70310
dir 70314
� 70318
� 70320
Satan 70322
� 70328
� 70330
halt 70332
� 70337
� 70339
Puppendreher 70341
� 70354
� 70356
teuflische 70358
Bestie 70369
! 70375
� 70377
� 70379
halt 70381
� 70386
� 70388
fort 70390
� 70395
� 70397
laß 70399
los 70404
! 70407
“ 70408
� 70412
� 70414
Es 70416
waren 70419
Spallanzanis 70425
und 70438
des 70442
gräßlichen 70446
Coppelius 70459

  70468
Stimmen 70470
, 70477
die 70479
so 70483
durcheinanderschwirrten 70486
und 70510
-tobten 70514
. 70521
Hinein 70523
stürzte 70530
Nathanael 70539

 70548
, 70549
von 70551
namenloser 70555
Angst 70566
ergriffen 70572
. 70581
Der 70583
Professor 70587
hatte 70597
eine 70603
weibliche 70608
Figur 70618
bei 70624
den 70628
Schultern 70632
gepackt 70642
, 70649
der 70651
Italiener 70655
Coppola 70665

  70672
bei 70674
den 70678
Füßen 70682
, 70689
die 70691
zerrten 70695
und 70703
zogen 70707
sie 70713
hin 70717
und 70721
her 70725
, 70728
streitend 70730
in 70740
voller 70743
Wut 70750
um 70754
den 70757
Besitz 70761
. 70767
Voll 70769
tiefen 70774
Entsetzens 70781
prallte 70792
Nathanael 70800

  70809
zurück 70811
, 70818
als 70820
er 70824
die 70827
Figur 70831
für 70837
Olimpia 70842

  70849
erkannte 70851
; 70859
aufflammend 70861
in 70873
wildem 70876
Zorn 70883
, 70887
wollte 70889
er 70896
den 70899
Wütenden 70903
die 70913
Geliebte 70917
entreißen 70926
, 70936
aber 70938
in 70943
dem 70946
Augenblick 70950
wand 70961
Coppola 70966

 70973
, 70974
sich 70976
mit 70981
Riesenkraft 70985
drehend 70997
, 71004
die 71006
Figur 71010
dem 71016
Professor 71020
aus 71030
den 71034
Händen 71038
und 71046
versetzte 71050
ihm 71060
mit 71064
der 71068
Figur 71072
selbst 71078
einen 71085
fürchterlichen 71091
Schlag 71107
, 71113
daß 71115
er 71120
rücklings 71123
über 71134
den 71140
Tisch 71144
, 71149
auf 71151
dem 71155
Phiolen 71159
, 71166
Retorten 71168
, 71176
Flaschen 71178
, 71186
gläserne 71188
Zylinder 71198
standen 71207
, 71214
taumelte 71216
und 71225
hinstürzte 71229
; 71240
alles 71242
Gerät 71248
klirrte 71255
in 71263
tausend 71266
Scherben 71274
zusammen 71283
. 71291
Nun 71293
warf 71297
Coppola 71302

  71309
die 71311
Figur 71315
über 71321
die 71327
Schulter 71331
und 71340
rannte 71344
mit 71351
fürchterlich 71355
gellendem 71369
Gelächter 71379
rasch 71390
fort 71396
die 71401
Treppe 71405
herab 71412
, 71417
so 71419
daß 71422
die 71427
häßlich 71431
herunterhängenden 71441
Füße 71460
der 71467
Figur 71471
auf 71477
den 71481
Stufen 71485
hölzern 71492
klapperten 71501
und 71512
dröhnten 71516
. 71525
� 71527
� 71529
Erstarrt 71531
stand 71540
Nathanael 71546

  71555
� 71557
� 71559
nur 71561
zu 71565
deutlich 71568
hatte 71577
er 71583
gesehen 71586
, 71593
Olimpias 71595
toderbleichtes 71604
Wachsgesicht 71619
hatte 71632
keine 71638
Augen 71644
, 71649
statt 71651
ihrer 71657
schwarze 71663
Höhlen 71672
; 71679
sie 71681
war 71685
eine 71689
leblose 71694
Puppe 71702
. 71707
Spallanzani 71709
wälzte 71721
sich 71729
auf 71734
der 71738
Erde 71742

 71746
, 71747
Glasscherben 71749
hatten 71762
ihm 71769
Kopf 71773
, 71777
Brust 71779
und 71785
Arm 71789
zerschnitten 71793
, 71805
wie 71807
aus 71811
Springquellen 71815
strömte 71829
das 71838
Blut 71842
empor 71847
. 71852
Aber 71854
er 71859
raffte 71862
seine 71869
Kräfte 71875
zusammen 71883
. 71891
� 71893
� 71895
„Ihm 71897
nach 71904
� 71909
� 71911
ihm 71913
nach 71917
, 71921
was 71923
zauderst 71927
du 71936
? 71938
� 71940
� 71942
Coppelius 71944

  71953
� 71955
� 71957
Coppelius 71959

 71968
, 71969
mein 71971
bestes 71976
Automat 71983
hat 71991
er 71995
mir 71998
geraubt 72002
� 72010
� 72012
zwanzig 72014
Jahre 72022
daran 72028
gearbeitet 72034
� 72045
� 72047
Leib 72049
und 72054
Leben 72058
darangesetzt 72064
� 72077
� 72079
das 72081
Räderwerk 72085
� 72096
� 72098
Sprache 72100
� 72108
� 72110
Gang 72112
� 72117
� 72119
mein 72121
� 72126
� 72128
die 72130
Augen 72134
� 72140
� 72142
die 72144
Augen 72148
dir 72154
gestohlen 72158
. 72167
� 72169
� 72171
Verdammter 72173
� 72184
� 72186
Verfluchter 72188
� 72200
� 72202
ihm 72204
nach 72208
� 72213
� 72215
hol 72217
mir 72221
Olimpia 72225

  72232
� 72234
� 72236
da 72238
hast 72241
du 72246
die 72249
Augen 72253
! 72258
“ 72259
� 72263
� 72265
Nun 72267
sah 72271
Nathanael 72275

 72284
, 72285
wie 72287
ein 72291
Paar 72295
blutige 72300
Augen 72308
, 72313
auf 72315
dem 72319
Boden 72323
liegend 72329
, 72336
ihn 72338
anstarrten 72342
, 72352
die 72354
ergriff 72358
Spallanzani 72366

  72377
mit 72379
der 72383
unverletzten 72387
Hand 72400
und 72405
warf 72409
sie 72414
nach 72418
ihm 72423
, 72426
daß 72428
sie 72433
seine 72437
Brust 72443
trafen 72449
. 72455
� 72457
� 72459
Da 72461
packte 72464
ihn 72471
der 72475
Wahnsinn 72479
mit 72488
glühenden 72492
Krallen 72503
und 72511
fuhr 72515
in 72520
sein 72523
Inneres 72528
hinein 72536
, 72542
Sinn 72544
und 72549
Gedanken 72553
zerreißend 72562
. 72573
„Hui 72575
� 72582
� 72584
hui 72586
� 72590
� 72592
hui 72594
! 72597
� 72599
� 72601
Feuerkreis 72603
� 72614
� 72616
Feuerkreis 72618
! 72628
dreh 72630
dich 72635
, 72639
Feuerkreis 72641
� 72652
� 72654
lustig 72656
� 72663
� 72665
lustig 72667
! 72673
� 72675
� 72677
Holzpüppchen 72679
, 72692
hui 72694
, 72697
schön� 72699
� 72707
Holzpüppchen 72709
, 72722
dreh 72724
dich“ 72729
� 72737
� 72739
damit 72741
warf 72747
er 72752
sich 72755
auf 72760
den 72764
Professor 72768
und 72778
drückte 72782
ihm 72791
die 72795
Kehle 72799
zu 72805
. 72807
Er 72809
hätte 72812
ihn 72819
erwürgt 72823
, 72831
aber 72833
das 72838
Getöse 72842
hatte 72850
viele 72856
Menschen 72862
herbeigelockt 72871
, 72884
die 72886
drangen 72890
ein 72898
, 72901
rissen 72903
den 72910
wütenden 72914
Nathanael 72924

  72933
auf 72935
und 72939
retteten 72943
so 72952
den 72955
Professor 72959
, 72968
der 72970
gleich 72974
verbunden 72981
wurde 72991
. 72996
Siegmund 72998

 73006
, 73007
so 73009
stark 73012
er 73018
war 73021
, 73024
vermochte 73026
nicht 73036
den 73042
Rasenden 73046
zu 73055
bändigen 73058
; 73067
der 73069
schrie 73073
mit 73080
fürchterlicher 73084
Stimme 73100
immerfort 73107
: 73116
„Holzpüppchen 73118
, 73134
dreh 73136
dich“ 73141
, 73148
und 73150
schlug 73154
um 73161
sich 73164
mit 73169
geballten 73173
Fäusten 73183
. 73191
Endlich 73193
gelang 73201
es 73208
der 73211
vereinten 73215
Kraft 73225
mehrerer 73231
, 73239
ihn 73241
zu 73245
überwältigen 73248
, 73262
indem 73264
sie 73270
ihn 73274
zu 73278
Boden 73281
warfen 73287
und 73294
banden 73298
. 73304
Seine 73306
Worte 73312
gingen 73318
unter 73325
in 73331
entsetzlichem 73334
tierischen 73348
Gebrüll 73359
. 73367
So 73369
in 73372
